empresa;documento
CALM TERCEIRIZAÇÃO DE SERVIÇOS EIRELI;06302172000104
CACTUS CENTRO DE INSTRUCAO E FORMAC ;16151730000123
CACTUS INTERACTIVE COMUNICAÇÃO LTDA;5500736000142
CAD 3D Works Importação de Hardware e Software Eireli;03128794000161
CADEFLEX MÓVEIS COORPORATIVOS E ASSISTÊNCIA TÉCNICA EIRELI;20301325867140
CADIMO ENGENHARIA E MANUTENCAO DE E ;30278088000179
CADY – SERVICOS NUTRICIONAL, ARTISTICO E CULTURAL EIRELI – ME;21074483000149
CAFE DEL PLATA COMERCIO DE ALIMENTOS LTDA.;07860546001486
CAGD INDUSTRIA COM E SERVICOS E;06050046000100
CAGIPE;32894974000152
CAIADO PNEUS LTDA ;55330229001310
CAIADO PNEUS LTDA ;55330229002120
CAICARA COMERCIO DE SEMENTES LTDA;08458737000164
CAIO HENRIQUE BEZERRA DE FARIAS 44591443;22941054000194
CAIO SANTOS SOUZA MELLO 10168578700;24187094000118
CALAMA TREINAMENTOS ARTÍSTICOS LTDA.,;08384480000109
CALCARIO DIAMANTE LTDA;46986451000140
CALDEIRARIA ARTISTICA INOX GRILL LAREIRAS E CHURRASQUEIRAS EIRELI;20870785000160
CALGARY BRASIL PRODUTOS DE HIGIENE PROFISSIONAL LTDA;09048923000198
CALIXTO SALOMAO FILHO ADVOCACIA ;07696483000150
CALTEC QUIMICA INDUSTRIAL S/A;03713592000187
CAMALEON COMUNICACAO VISUAL LTDA EPP;20137037000173
CAMARA MUNICIPAL DE MURIBECA ;32894420000155
CAMARIM 9 FIGURINOS PROMOCIONAIS LTDA ME;5799290000107
CAMARA MUNICIPAL DE PAULO LOPES ;79886578000147
CAMD COMÉRCIO DE MATERIAIS DE CONSTRUÇÃO LTDA;37225925000140
CAMARA VEREADORES RIACHAO DO DANTAS ;32741688000157
CAMARA MUN DE SANTANA DOS MONTES ;23966328000162
CAMARA MUN DE SAO GABRIEL DO OESTE ;33730490000130
CAMILA BARCELAR RODRIGUES PRODUCOES CINE;30731870000100
CAME DO BRASIL Industria, Imp. Exp. Comercio e Serviços de Automação LTDA;12026014000163
CARLOS HENRIQUE DE OLIVEIRA SOUZA 29840801813;29151303000197
CAMED;5814777000103
CAN STOCK PHOTO INC ;
CARLISE BRAKE AND FRICTION;
CANTU PNEUS;08888040000980
CARLISLE BRAKE PRODUCTS;
CAMILA FAVARO;21600343000167
CANA KIT CORPORATION ;
CARLOS ROBERTO CARVALHO ;02954285893
CAMILA DAYAHANE DA SILVA;33449669000114
CAMARA MUN SANTANA DO SAO FRANCISCO ;32849093000110
CAMARA INTERBANCARIA DE PAGAMENTOS ;04391007000132
CAMAR COM DE ALIMENTOS LTDA ME;03445300000172
CAMARA MUNICIPAL DE LARANJEIRAS ;32894321000173
CARDS-ID IDENTIFICAÇÕES EIRELLI-ME;24021612000129
CAMPOLI - COMERCIO DE UTENSILIOS DOMESTICOS LTDA;9600799000121
CAMPOS E ANTONIOLI ADVOGADOS ASSOCI ANTONIOLI ADVG ASSOCIADOS EPP;71521694000150
CAMPOS PEREIRA LTDA - ME;28042738000130
CAMPOS SOARES DECORACOES LTDA;14392561000198
CAMTEC EQUIPAMENTOS DE CONTROLE;74697871000142
CARDWALL CONSTRUCOES LTDA;23497486000110
CAREER CENTER CONSULT RECURSOS HUMANOS LTDA;04519639000139
CAREWARE MULTIMIDIA LTDA;96377114000124
CANADIAN PISOS COMERCIAL LTDA ;05667667000166
CARINA LACERDA TEIXEIRA 35329188890;26248952000112
CANCELLI SERVICOS LTDA ;94544434000104
CARINA MACHADO TEIXEIRA;26659062000101
CANELA FINA ESTUDIOS LTDA;34467476000159
CARLA R MARIGA PRODUCOES ME;17660041000107
CANINDE PREF GABINETE DO PREFEITO ;07963259000187
CARLO RODRIGUES DI CRIVELLI EIRELLI;28760595000100
CAPGEMINI BUSINESS SERVICES BRASIL ;09165392000202
CARLOS ALBERTO ALMEIDA DE OLIVEIRA ;04789334104
CARLOS ALBERTO JERONYMO;24878636000107
CAPIM RESTAURANTE E EVENTOS LTDA.;07338081000183
CARLOS ALBERTO RAMOS 30304173878;19035884000148
CAPITAL COLOR SERVIÇOS GRÁFICOS LTDA ;23696999000150
CARLOS AMILTON WESSLER ;06147479881
CAPITAL COMERCIO DE REFRIGERACAO LTDA;51553063000106
CAMPIBRAS COM DE FERRAMENTAS;01004418000130
CARLOS GONCALVES JUNIOR INTERMEDIACAO DE NEGOCIOS;28382397000142
CAMPIMAQ CENTER MAQUINAS E;00573590000141
CARLOS ANTONIO SQUISATE JUNIOR - ME;18297714000179
CAPTATIVA CONSULTORIA E RECURSOS HUMANOS LTDA.;4048102000138
CAPOBIANCO CONSULTORIA E INTERMEDIA ;18500475000102
CARLOS AUGUSTO DOS SANTOS DEDETIZAC DOS SANTOS DEDETIZACAO ME;14576925000190
CAPRIMAR LOCACAO DE PISOS, CARPETES E FORRACOES LTDA;06086879000112
CARLOS DA SILVA MILITAO APARECIDO 31563272806;23632964000158
CARLOS EDUARDO COLTRO ANTUNES;30247371000133
CARLOS EDUARDO DE LIMA PORTIOLI;31459452000160
CARLOS HUMBERTO GOIDANICH ;26416441004
CARDIOMED EIRELI ;11236695000121
CARBOTEX QUIM IND COM PARTIC LTDA;01751891000261
CARLOS ROBERTO DA PAZ 45228310487 ;26236077000159
CARLOS EDUARDO VENDRAME ;27833952826
CARLOS ROBERTO TORRUBIA BRAVO;66877432000193
CARDIOLAINE COMERCIO DE MATERIAL HOSPITA;12869838000286
CARLOS EUGENIO NAVARRO ;91587450844
CARLSONS PRODUTOS INDUSTRIAIS LTDA;62954987000130
CAPUA EQUIP INDUSTRIAIS LTDA ME;11724562000102
CARLOS EDUARDO FALEIROS;11041462000173
CARLOS FERNANDO DA SILVA ( MEI );28759346000197
CARBOROIL COMERCIO DE DERIVADOS DE PETROLEO LTDA;61881611000180
CAROLINA BOHN FIGUEIREDO CONFEC;03365453000100
CARLOS HANDERSON ARAÚJO MARQUES;28333269000109
CAMARA MUN DE BOM JESUS DO GALHO ;26213496000175
CARDOSO CNDFISCAL & ASSOCIADOS LTDA;04591992000120
CARLOS HENRIQUE CARDOSO DE ARAUJO 301594;14495772000156
CAPGEMINI BRASIL SA ;65599953000163
CARDOM PROJETOS CONSULTORIA ENGENHA E LOCACOES LTDA;05337203000191
CAREGNATO E CAREGNATO ACESSORIOS PARA PISCINAS LTDA;19575266000190
CAPSOLUTION SUPRIMENTOS E MANUTENCOES INDUSTRIAIS LTDA;13653150000146
CARLOS ANTONIO RIBEIRO FERREIRA 071 ;31157421000154
CARLOS EDUARDO FERREIRA LAGOS ;30958416800
CARLSONS PRODUTOS INDUSTRIAIS LTDA;62954987000130
CARMELA EMPREENDIMENTOS E PARTICIPACOES LTDA;05424961000147
CARMONA EQUIPAMENTOS PARA REFRIGERACAO LTDA;12827783000160
CARNEIRO MARTINS PROJETOS E ANALISES DE DADOS LTDA - EPP;9024773000182
CAROLINA DE MORAIS ATTANASIO 34592469879;39275873000142
CAROLINA MOURA MEDEIROS RIBEIRO 10770903746;22390283000168
CAROLINA NIGRO MORANDI CORREA;29481593000137
CAROLINE LOUISE GARCIA MENDES 39490554871;34997259000170
CARRARA SERVIÇOS LTDA;04826233000107
CARRER ALIMENTOS LTDA;07520001000700
CARTONAGEM JAUENSE LTDA;50748748000145
CARTONAGEM SALINAS LTDA;54858618000116
CARTORIO JD.AMERICA SUBD.PESSOAS NATURAIS;62450986000159
CARVALHO CASTRO ADMINISTRACAO E LOC DE IMOVEIS EIRELI ME;11666285000110
CASA DAS LIXAS DE MARILIA LTDA ME;03603320000124
CARVALHO COMERCIO DE FERRAMENTAS LTDA ;28119885000161
CAS Tecnologia S.A;00958378000100
CASA AMERICANA DE ARTIGOS PARA;60812716000204
CASA AZEVEDO FESTAS E EVENTOS;15633184000102
CASA DA BORRACHA BOTUCATU LTDA;50336098000120
CASA DA CAMISETA - EIRELICasa    ;26082116000100
CASA DA GASTRONOMIA EIRELLI;06275229000115
CASA DE CARNE ALTA FLORESTA EIRELI;23937309000108
CASA DE CULTURA DE ISRAEL ;51582658000190
CASA DO BRAILLE SINALIZACAO VISUAL E TATIL LTDA;09379831000190
CASA DO CHOCOLATE PRODUTOS ALIMENTICIOS LTDA;34069582000265
CASA DO IMA - PRODUTOS MAGNETICOS E VIBRATORIOS LTDA;78543832000141
CASA DOS EPEIS COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA;09173336000120
CASA RAMOS MATERIAIS ELETRICOS LTDA;27059621000105
CASA SANTA LUZIA IMPORTADORA LTDA;59350116000101
CASA TONI COMERCIO DE TINTAS LTDA;59428847000114
CASA VERDE PAISAGISMO EIRELI;35843460000166
CASAS BAHIA;59291534007331
CASA VERGARA;02168202000172
CASABLANCA PARTICIPACOES E EMPREENDIMENTOS LTDA;11772652000160
CASAPPA IMP EXP IND E COM DE EQPS;13309842000171
CASAS BAHIA;59291534013579
CASBRAM FIXACAO E PARAFUSOS ESPECIAIS LTDA;04961909000167
CASEMAQ REPRESENTACOES E SERV LT ME;22109405000103
CASEMIRO MACIEJEZYK JUNIOR ;02443544000153
CASH DO BRASIL RECUPERACAO DE CREDITO LTDA;73141939000140
CASOLATO ADVOGADOS;3041228000118
CASSAN SERVICOS DE DIGITACAO LTDA ;04970672000180
CASSI;33719485000127
CASSIA SILVA LOPEZ DE LIMA ME;28742691000118
CASTRO E SILVA DISTRIBUIDORA DE MAT ;23030585000279
CAT CENTRO DE ASSISTENCIA AO TRANSPORTE LTDA;06196077000165
CATALOG HUB MASTER DATA SISTEMAS E CONSULTORIA LTDA;01195269000214
CATARSE EDICAO DE IM;08463776000150
CATALOG HUB MASTER DATA SISTEMAS E CONSULTORIA LTDA;01195269000133
CATENA DESENVOLVIMENTO EM INFORMATI ;31981793000109
CATTA PRETA PROD. ART. LTDA;11228299000152
CATHARINA MIRANDA SANTOS GOMES ;22268141000122
CATARINA CYRINO ACKEL BOLLOS;32800421000193
CAVALCANTE E LAGES LTDA ;06120924000108
CAVALLERI SERVICOS EIRELI;08077840000164
CAVALCANTI GASTRONOMIA E EVENTOS LTDA ME;15189877000140
CAVALO MARINHO COMBUSTIVEIS PERNAMB MARINHO COMBUSTIVEIS PERNAMBUCO LTD;06974793000126
CAVALO MARINHO COMBUSTIVEIS LTDA ;02078557000170
CAYAS ENGENHARIA LTDA;37750446000143
CBBN SOLUCOES EM ELETRONICA E ELETROMECANICA EIRELI;32995068000144
CAZA CONSULTORIA EMPRESARIAL LTDA ;26096317000167
CBE - CONSERVADORA BRASILEIRA DE ELEVADORES LIMITADA;03296600000137
CBZ CAFETERIA LTDA ;24867035000190
CBL TECNOLOGIA EM RECUPERACAO DE;11673841000186
CBE CONSERVADORA DE BOMBAS LTDA;05191136000140
CBPS PORTARIA E LIMPEZA LTDA ;00331774000103
CBI SAO PAULO INFORMACOES CADASTRAIS LTDA;07748027000106
CBRE CONSULTORIA DO BRASIL LTDA;51718575000185
CAZE COMERCIO E SERVICOS EM TACOGRA LTDA;07439046000150
CBX CESTAS BASICAS E REPRESENTACOES EIRELI;17219048000198
CCATS - CENTRO DE CAPACITACAO E TREINAMENTO EM SAUDE LTDA;21151652000105
CCF INDUSTRIA E COMERCIO EIRELI ;00712233000117
CCS TECNOLOGIA E SERVICOS SA;00964350000178
CB ANHEMBI COMERCIO DE ALIMENTOS LTDA;24120893000177
CDH - COMPETÊNCIA NO DESENVOLVIMENTO HUMANO S/S LTDA.;3519281000181
CDR BRASIL COMERCIAL LTDA;21340481000154
CEARA SECRETARIA DA FAZENDA ;07954597000152
CDR COMERCIO E IMPORTACAO DE ARTIGOS DE PAPELARIA EIRELI ;09400918000100
CEB DISTRIBUICAO S A ;07522669000192
CEFOR SEGURANCA PRIVADA LTDA ;07608821000154
CECILIA SHIBUYA CONSULTORIA EMPRESARIAL LTDA;01152567000146
CEFOR SEGURANCA PRIVADA LTDA ;07608821000740
CD EMBALAGENS LTDA.;23956048000416
CELESC DISTRIBUICAO S A ;08336783000190
CEFOR SEGURANCA PRIVADA LTDA ;07608821000316
CEFOR SEGURANCA PRIVADA LTDA ;07608821000588
CELFFORT - SERVICOS DE SEGURANCA E MONITORAMENTO LTDA;18612544000170
CELG DISTRIBUICAO SA CELG D ;01543032000104
CELL SITE SOLUTIONS CESSAO INFRAESTRUTURAS SA;15811119000111
CDC - COMÉRCIO DE PRODUTOS CASA E CONDOMÍNIOS LTDA;37487269000154
CELLE TOLDOS E TENDA ME;22559970000164
CELLO ASSESSORIA E MANUTENÇÃO EIRELI;30036613000140
CELMAR COMERCIAL E IMPORTADORA LTDA;61936522000194
CELMA FAVARAO EVARISTO 14592914848 ;32260819000184
CELOS;82956996000178
CEMATEL COMERCIAL ELETRICA LTDA;07392499000179
CELSMUNDO PAPELARIA E SERVICOS ADMINISTRATIVOS LTDA;35519940000176
CEMIG DISTRIBUICAO SA ;06981180000116
CENA ENTRETENIMENTO E INTERATIVIDADE LTD;7752381000104
CENA ENTRETENIMENTO;07752381000104
CENICAS & MUSICAIS EVENTOS E PRODUCOES E;13425521000132
CENOFISCO EDITORA DE PUBLICACOES;82429556000162
CENTAURO GRAFICA E EDITORA LTDA;02111102000100
CENOFISCO EDITORA DE PUBLICACOES TRIBUTARIAS LTDA.;82429556000677
CENTER FOR INTERNET SECURITY INC ;
CENTRAIS ELETRICAS DE RONDONIA SA CERON;05914650000166
CENTER MAQ COM MAQS E PAPEIS LTDA;62771316000487
CENTER MAQS COM  DE MAQS E PAPEIS;62771316000134
CENTRAIS ELETRICAS DO PARA S A CELP ;04895728000180
CENTRAIS ELÉTRICAS DA PARAÍBA S/A;10366780000141
CENTRAL CABOS COMERCIO DE CONEXOES ELETRONICAS LTDA;08626431000170
CENTRAL ARTEFATOS DE CIMENTO EIRELI;15604512000134
CENTRAL BRASILEIRA DE AUTOMACAO;03159139000170
CENTRAL MESH IND E COM TELAS LTDA;07141537000110
CENTRAL DE FIANCA CORRETORA DE SEGU LTDA;07501217000124
CENTRAL CONSULT TREINAMENTOS ASSESS ;11988959000101
CENTRO DE FORMACAO DE SEGURANCA XI ;18204033000119
CENTRAL PAULISTA E CURSOS LIVRES EIRELI;74202219000100
CENTRO DE EXTENSAO UNIVERSITARIA;03488576000138
CENTRO DE FORMACAO DE VIGILANTES GRAPIUNA LTDA;12045300000176
CENTRO DE FORMACAO PROFISSIONAL DE ;13250752000152
CENTRO DE INOVACAO NO AGRONEGOCIO;23703246000125
CENTRO DE INTEGRACAO EMPRESA ESCOLA CIEE;61600839000155
CENTRO DE TREINAMENTO COMBATE AO FO ;12245483000173
CENTRO DE INTELIGENCIA E NEGOCIOS D ;28337601000103
CENTRO DE TREINAMENTOS E CURSOS EXC ;28390777000129
CENTRO INTERNACIONAL DE LONGEVIDADE BRAS;19276319000172
CENTRO OESTE PRODS INDUSTRIAIS;04128313000180
CENTRO TECNICO DE FORMACAO DE VIGIL LTDA;04122308000160
CENTURY COMERCIO DE TUBOS LTDA;26192307000125
CENTURY TUBOS E ACOS LTDA;14328532000167
CENTUS CONSULTORIA E NEGOCIOS EIREL ;17772681000109
CENTURYLINK COMUNICACOES DO BRASIL ;72843212000141
CEPEL COMERCIO DE PAPEIS E EMBALAGENS EIRELI;47023981000237
CERAMICA STEFANI S/A;50377159000106
CERES CONSULTORIA SO;01531511000100
CERPOLO COMERCIO DE FORROS LTDA;05592708000100
CERTEC COM DE PROD TECN INDS LTDA;66539024000121
CERTISIGN CERTIFICADORA DIGITAL SA ;01554285000175
CERTO CONSULTORIA E EDUCAÇÃO FINANCEIRA LTDA.;4191272000177
CERTPEL DISTRIBUIDORA DE MATERIAL DE LIMPEZA E DESCARTAVEIS LTDA;22056762000142
CESAR AUGUSTO CARMELO 68057610859;23472488000155
CESAR AUGUSTO LANCELLOTTI 31102234818;21120957000141
CESAR MATIAS ;82955204072
CESAR VENTURA LOOSE - SERVICOS DE COMPUTACAO GRAFICA;33268291000152
CESAR WILLIAN ROCHA BARBOSA LOCUÇÃO & CR;640618000116
CESCEBRASIL SERVICOS E GESTAO DE;07901421000132
CESCONETTO ATACADO DE PAPEIS LTDA;06967098000137
CESTA DE ALIMENTOS NUTRE BEM EIRELI;09407192000120
CESTALTO INDUSTRIA MECANICA EIRELI;26825882000118
CETESB COMP AMBIENTAL EST S PAULO;43776491000170
CETRO SOLUCOES EM EMBALAGENS EIRELI;15287545000106
CEW SERVICOS E INFORMATICA EIRELI ;09530264000121
CEZEA APARECIDA GANDRA 19441611808;27529914000109
CFAB-SP CURSOS LIVRES E TREINAMENTOS LTDA;25064261000104
CGMP CENTRO GESTAO MEIOS PAGAMENTO LTDA;04088208000165
CGR ELISMOL INDUSTRIA METALURGICA;61853693000150
CHANA BALOG JANCU - ME;6088134000192
CHAPERFUR COM DE CHAPAS PERFURADAS;65856734000112
CHARLES LOURENÇO ARAGÃO;19396171000100
CHARLO COMERCIAL LTDA;62321146000196
CHAVEIRO SAO FRANCISCO LTDA ;24169301000101
CHRISMA-VIA MAGIA COMERCIO E CONFECCOES LTDA;00185534000130
CHAVEIRO TABATINGUERA LTDA ;03809003000169
CHRISTIAN ALVES GARCIA LOPES ;31830453890
CHEM TREND IND E COM DE P QUIMICOS;55531925000150
CHROMPACK INSTRUMENTOS CIENTIFICOS;01004749000170
CHS MOTORS VEICULOS PECAS E SERVICOS LTDA.;16851912000379
CHUBB SEGUROS BRASIL S.A.;03502099000118
CHINA CONSTRUCTION BANK BRASIL BANCO MULTIPLO;07450604000189
CHEMETALL DO BRASIL LTDA;01359916000448
CHG-MERIDIAN DO BRASIL ARRENDAMENTO MERCANTIL S.A.;18539102000145
CHUCRE CHURROS GOURMET LTDA;20116637000155
CHIBATAO NAVEGACAO E COMERCIO LTDA;84098383001063
CHURIO OUCHI ME;14705999000189
CHICO GERADORES LTDA;1844572000110
CI EQUIPAMENTOS DE COMUNICACAO LTDA;05583201000182
CHOICE IND E COM EQUIP AUTOM INDL;06994251000115
CHOCOLATERIA DELICATESSEN LTDA;12398287000139
CIA TP PRODUCOES E E;1785117000190
CIA INDUSTRIAL H CARLOS SCHNEIDER;84709955001265
CIA MAGNETRON IND E COMERCIO;11493623000160
CHRILU EQS HIDR E HIDROPNEUM LT-EPP;96618780000107
CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP;43776517000180
CIABOR BORRACHAS E PLASTICOS LTDA;07670509000190
CIA ESPIRITO SANTENSE DE SANEAMENTO CESAN;28151363000147
CIAMAIS COMERCIO DE ELETROELETRONICOS LTDA;08679415000145
CHRISMA ASSESSORIA EM SEGURANCA DO DO TRABALHO LTDA;15154668000160
CIAS CONSTRUTORA E INCORPORADORA AL ALMEIDA SANTIAGO EIRELI EPP;16184871000142
CIAMAIS COMERCIO DE ELETROELETRÔNICOS LTDA;08679415000145
CIBELE REGINA FORNARI ZALLI - DISTRIBUIDORA E COMERCIO DE PRODUTOS ELETRONICOS;28133617000102
CICARELLI INSTRUMENTOS CIRURGICOS LTDA;10383777000136
CICLO GERADORES COMERCIO E SERVICOS ;34308307000176
CIESE CENTRO DE INSTRUCAO ESPECIALI ;00955520000158
CIBELE SERIGATTO SAVI MORINI ME;12803563000105
CIL - COMERCIO DE INFORMATICA LTDA;24073694000236
CIM TEAM INFORMATICA LTDA;06334688000203
CIMEMPRIMO DISTRIBUIDORA DE CIMENTO ;56727795000199
CIMHSA LTDA ;00708290000122
CINCO TECNOLOGIA EM FIXACOES LTDA;04967745000185
CINCO TI REPRESENTACOES EM INFORMATICA LTDA;08903736000181
CINE E VIDEO SUPPORT LTDA;51439503000107
CINTEK EMBALAGENS LTDA ;24194578000194
CINEMARK BRASIL S.A.;779721000141
CINFORM CARUARU INFORMATICA CONSULT ;24460883000180
CIPHER S.A. ;03970788000319
CINORD SUDESTE QUIMICA LTDA Quimica lTda;06879626000104
CIPLA IND MATERIAIS CONSTRUCAO SA;84683515004110
CINPAL CIA INDL DE PCS P AUTOMOVEIS;49656192000188
CIPOLA GRAFICA E EDITORA LTDA;55355796000278
CKZ Diversidade Treinamentos Eireli;33309771000114
CL MANUTENCAO E TECNOLOGIA DA INFORMACAO LTDA;31855554000102
CLAIR DE PAULA RIBEIRO;12014165000100
CLARA VANALI ALVES MOREIRA ME;17663331000104
CLARO SA ;40432544016140
CLARION BIOCIÊNCIAS LTDA;03244722000422
CLARO S A ;40432544006420
CLARO S A ;40432544024089
CLARO S.A;40432544000147
CLARO SA ;40432544006269
CLARO SA ;40432544015764
CLARO SA ;40432544010100
CLARO SA ;40432544019166
CLARO SA ;40432544007826
CLARO SA ;40432544011262
CLARO SA ;40432544024160
CLARO SA ;40432544010290
CLARO SA ;40432544014288
CLARO SA ;40432544024321
CLARO SA ;40432544010703
CLARO SA ;40432544015250
CLARO SA ;40432544008121
CLARO SA ;40432544024593
CLARO SA ;40432544022469
CLARO SA ;40432544058811
CLAUDENIR OLIVEIRA DA SILVA JUNIOR 14296546864;23586545000127
CLAUDIA CRISTINA ARAUJO 14292547858 ;30793208000176
CLEARYGOTTLIEBSTEEN & HAMILTON LLP ;
CLAUDIA ELAINE FARIA EPP;68053388000122
CLAUDIA REGINA DE CASTRO DA SILVA ;29757311000181
CLAUDIANE MARIA DE LIMA ;22933966000114
CLAUDINEI G DA SILVA LABORATORIO;09246308000196
CLAUDINEI VIDOI ME;05981012000168
CLAUDIO HENRIQUE PILLON DE BRITO;13407026000109
CLAUDIO LUIZ TAMBURU GROLLA ;12963786832
CLAUDIO SANTOS DA CRUZ JUNIOR EDITORACAO;04491956000194
CLAUDIO SIMOES ROMUALDO 25309826866;15835882000182
CLAUDIO VALDECIR PUPULIM ;06686292826
CLEANER MANUTENCAO E PINTURA LTDA;60537818000170
CLEANPACK COMERCIAL EIRELI;03315772000100
CLEAR2PAY AMERICAS INC. AN FIS COMP ;
CIRANDA RAMOS FIGUEIREDO;19503254000150
CIRURGICA ESTILO LTDA;09592986000100
CIRURGICA PTA COM MAT MED HOSP LTDA;05768154000141
CITTI ENGENHARIA E CONSTRUCAO LTDA;37739230000187
CIVAM CENTRO DE INSTRUCAO DE VIGILA ;05421289000136
CIVI CO COWORKING ESCRITORIOS COMPA ;28743988000106
CLEBER LUIZ PORTARO PRODUCOES;11976421000179
CLEBER SABIAO MARQUES 21516562844;25085555000104
CLEIDE ROCHA;05925387000100
CLEIDI DA CUNHA GOMES 09724108805 ;27197998000112
CLEISE BRITTO VANDERLEI;21519402000017
CLEMALB ENGENHARIA E SERVICOS EIRELI;27823572000127
CLICK DATA SUPRIMENTOS E EQUIPAMENTOS EIRELI – ME;14543088000100
CLEONICE LABORDA DE VASCONCELOS 153 ;33546298000199
CLEVER TECNOLOGIA DA INFORMACAO LTD ;33764262000181
CLICK AUTOMOTIVA INDUSTRIAL LTDA;62479365000106
CLICK FILME RJ SERVICOS DE FOTOGRAFIA LT;8273057000176
CLIMA BARRA COMERCIO DE PECAS PARA AR CONDICIONADO EIRELI;27594275000157
CLIMATIZAR EQUIPS AUTOMOTIVOS LTDA;08003213000189
COELHO E MARQUES SERV ENG LTDA ME ;07514831000120
CLINICA AUDIOMED LTDA ;09620930000112
COENE GESTAO EM SERVICOS DE LIMPEZA ;22468832000170
CLINICA CARVALHAES;57520892000179
CLINICA DE ANESTESIA SAO PAULO SC LTDA;4634130000137
COENMA ENGENHARIA EIRELI;00854903000130
CLINICA DE DESENVOLVIMENTO E AVALIA CANDELARIA LTDA;10497801000168
COFACO FABRICADORA DE CORREIAS;56720543000138
CLINICA DE INFUSAO BIQ;14054205000164
COFFICTORTOPFRATFISIOTERAPIA SC LTD;63104541000180
CLINICA DE NEURODIAGNOSTICO CAMPINAS;57520637000126
COFRE SEGURO TERCEIRIZACAO DE SERVICOS E MONITORAMENTO LTDA;19395841000173
CLINICA DURA MATER SS LTDA ME;58474347000156
COISAS DO BRASIL IND E COM DE ARTIG ;00610087000119
CLINICA FEMI SERVICOS MEDICOS LTDA ;07944298000137
COLAFORT ETIQUETAS E RIBBONS LTDA;32288989000177
COLAR IND. E COM.LTDA ;44084747000140
CLINICA MULTIPROFISSIONAL DE SAUDE ;20040167000193
CLINICA OFTALMOLOGICA GUARNIERI;44026367000150
COLATINA EMBALAGENS LTDA;14568762000101
CLINTON MARCOS DA SILVA SANTOS ;12900151000185
COLD CENTER BALCOES BALANCAS E MIUDEZAS LTDA;00886392000138
COLD CONTROL AR CONDICIONADO LTDA ;01992001000122
COLLOR SHOP COMERCIO VAREJISTA LTDA ME;14583248000137
COLOR BARS VIDEO E PRODUCOES LTDA EPP;56589773000100
CLIO MEDICINA SERVICOS MEDICOS LTDA ;04774665000103
COLMEIA XPRESS SERVICOS FOTOGRAFICO EIRELI;21528160000188
COLTRO ELETRO E INFORMATICA LTDA;11974598000136
COLUMBIA COMERCIO DE DESCARTAVEIS EIRELI;06317832000112
COLUMBIA COMERCIO DE DESCARTAVEIS EIRELI;06317832000112
COLUMBUS MCKINNON DO BRASIL LTDA;04095679000109
COLUNA COMERCIO DE PERSIANAS LTDA ;01277182000105
COMAUTO AUTO PECAS DE MARILIA LTDA;55364491000141
COMBATE ENGENHARIA DE SEG LTDA EPP ;00665761000162
COMBINA SOLUCOES EM TECNOLOGIA LTDA;05920652000168
COMCEL COMERCIAL DE MATERIAIS ELETR ;07095972000156
CLIPPING SERVICE RECORTES LTDA;01254920000107
CLM MEDICINA DO TRABALHO E SAÚDE OCUPACIONAL LTDA.;467600000164
CLOMAC PARAFUSOS E FERRAMENTAS LTDA;44914968000107
CLOVIS INFANTE SERV LEGALIZACOES LTDA;12137333000146
CLP EXPRESS TRANSPORTES E LOGISTICA ;31547335000158
CLRADDE SANTOS;58238007000126
CLYN COM IMP E EXP DE PRODS P ACAB INDS E PISOS LTDA - ME;64667181000197
CM TRANSPORTE DE VEICULOS E LOGISTI LTDA;23819866000124
COLLECT IMPORTAÇAO E COMERCIO LTDA;53452157000114
COLINSET - IMPERNOBRE;00592590000199
COMERCIA 3 ALBE LTDA;74400052000191
COMERCIAL AGRICOLA HP LTDA;96375977000162
COMERCIAL AMERICA PRODUTOS LIMPEZA LTDA EPP;07745452000141
COMERCIAL BLAKE LTDA;24334381000103
CMC PARKING ADM. DE ESTACIONAMENTOS LTDA;68029354000100
CMC PARKING ADMINISTRACAO DE ESTACI LTDA;68029354007024
COMERCIAL DIMEL LTDA;58684374000153
COMERCIAL COMETA INDUSTRIA E;18851733000448
COMERCIAL DE ALIMENTOS ENTRE IJUIS;94376662000104
CMM COMPRESSORES E MAQUINAS LTDA;14741069000180
COAMO AGROINDUSTRIAL COOPERATIV;75904383000202
CMV CONSTRUCOES MECANICAS LTDA;87175824000180
COBRA GERADORES E OFICINA MECANICA ;04561264000175
COLLIERS INTERNATIONAL DO BRASIL CONSULTORIA LTDA.;2636857000128
CMW Saúdece Tecnologia Importação e Expo;07430231000184
COBSEN LTDA;01655642000191
COMERCIAL DISTRIBUIDORA NATAL LTDA ;70316179000176
CODEZONE;17847778000133
CMX BLOCOS E PAVIMENTOS EIRELI;24138928000103
COMERCIAL E IMPORTADORA DE PNEUS;61234985013605
COELHO E ASSOCIADOS SOCIEDADE DE AD ;02198426000127
CNS NACIONAL DE SERVIÇOS LTDA;33285255000105
CNNT PRODUCOES PALESTAS E EVENTOS EIRELI;22469810000124
COMERCIAL MARILIENSE DE EPIS LTDA;31913386000156
COMERCIAL E IMPORTADORA DE PNEUS LT;61234985020563
COMERCIAL HITEC EIRELI;27909877000156
COMERCIAL MANBO MANUTENCAO E COMERCIO DE BOMBAS LTDA;00728644000109
COMERCIAL MARILIENSE DE FERRAGENS L;08861552000449
COMERCIAL MARILIENSE FERRAG LTDA;08861552000104
